user,review,rating
irawan achmad,"Aplikasi nya sekarang lancar, Tadi nya gw ngandelin gofood banget tapi sekarang parah harga makanan hampir 2x lipat harga offline belum lagi ongkir. Sekarang gw pake gofood kalau terpaksa saja. Sebel rasa nya kaya diporotin banget. #gofood_pengen_naik_haji",2
Wiwik Sastra,"Sangat mengecewakan, saya isi pulsa dari jam 7 pagi kemerin lewat gopay sampai pagi ini tidak masuk pulsa tersebut & tidak ada pengembalian sama sekali. Saya sudah laporkan kejadian kemarin tapi hanya slogan saja sampai saat ini pulsa yang saya pesan belum masuk & pengembalian pun tidak ada.",5
Nur Fitri Fhauziyah,Kalo buat gofood kadang gak guna. Memang sih pake yang mode ongkos biasa. Tapi lama lama bisa sampe hampir 2 jam. Dengan alasan driver cancel ambil pesanan. Ini critanya mau makan atau disuruh belajar sabar??,1
Saipul Minip,"Telat mulu, estimasi 60 menit, terus jadi (telat 17-27 menit), Akhirnya saya masak mie instan, mana gk bisa di batalain lagi aduh dahh, total waktu saya yang terbuang buat nunggu 1 jam 56 menit",1
Aldi Ramadhani,masih belum diperbaiki kinerja driver atau apk nya ya gojek!!! solusinya dong buat driver biar autobid pas lagi ujan..aneh susah banget dapat driver kalo ujan.manjaaa bgt.kesel deh driver pada manja kalo ujan pada gamau narik.ga butuh rejeki apa ya?,1
Tarlam Khan,"Bikin kecewa lg klo kondisi hujan, pesen loding sendiri udah di batalain malah nongol drivernya gak jd naik hrs bayar. Perbaiki dong sistemnya, pencarian otomatis di batasin...",2
inay achmad,"Bagi pengguna aplikasi ini hanya mengingatkan kalau sekarang gojek itu memprioritaskan agar driver mendapatkan ongkos ter-rendah/batas bawah (termasuk mencurangi jarak antar), termasuk juga ketika customer dapat driver yang sangat jauh (ex: kondisi cuaca hujan).",1
Riski Savitri,Makin parah ini aplikasi gofood nya. Sy udah nunggu sampe 3 jam makanan baru sampai itupun sy ganti resto sampe dua kali karena gak ada respon dr driver dan susah dapat driver.skrg jg sy akan uninstal aplikasi jelek ini,1
Helmi Januar,Langganan Gojekplus berasa useless. Potongan cuman 10 rb untuk GoFood jarak max 4.3 km aja. Selebihnya gk ada potongan. Gk kayak dulu yang bebas jarak berapapun tetap ada potongan ongkir,1
Keyla Yudiest,Aplikasi nya tolong yang jelas dikit ya masak ada jalur yang lebih dekat malah di kasih jalur muter jauh kan jadi mahal ongkir nya. Biasa nya cuma 20k masak ini langsung 50k yang bener aja,3
Riyanti Iiii,"Aplikasi nyaman dan cepat responnya dan banyak sekali vouchernya juga,semoga gojek dan keseluruhannya diberikan kesehatan dan sukses selalu",5
Rizkia M,"Knp sering banget eror sih gojek. Udah pesen gostasiun eh aplikasinya eror gbisa buka barcode untuk scan, gbisa pesen gojek, gabisa batalin tiket krl yg udah dipesen. Besoknya tiket krlnya hangus. Sering juga terpaksa melipir dari antrian karena barcodenya ga muncul2 pas mau tap keluar Belum lagi di maps g gerak, bikin suudzon sama driver. Mau nunggu apa ngga soalnya kok masih jauh ga jalan2. Untung beneran dateng itu driver udh hampir 7 menit nungguin. Kirain internet yg mslh, gataunya apk elu",2
Mar Linsyah,"pakai gosend buat kembaliin barang, di gojek nya tertera udh sampai tapi kenapa barang nya belum diterima sama penerima,gak tau deh brangnya ditaro kurir dimna padahal belum diterima sama penerima,mau chat tanya ke kurir tapi malah ada batas waktu nya dan g bisa di chat lgi mana no kurir pun g ada,kalo gini kan pengguna yang susah dan kena masalah,mohon di tindak lanjutii!!!",2
BUTTERFLY,"Untuk admin developer gojek tolong informasikan ke seluruh driver Go-Jek untuk selalu menyiapkan uang receh untuk hal"" pengembalian ongkos kadang costumer tidak selalu ada uang pas.kadang driver Go-Jek selalu beralasan tidak ada uang receh atau dengan alasan baru keluar/78%driver selalu beralasan Begitu/padahal tanpa alasan begitu costumer selalu kasih tips baik dalam aplikasi juga tips langsung. #sekian dan terimakasih",5
Ikhsan Muttaqin,"Dari 15x saya pakai apk ini 5x saya batalin orderan karna driver nya bilang lokasi penjemputanya jauh. Pas order ke 16x nya dicancel sama driver nya sendiri dan bilang salah saya karna sering batalin orderan. Yang bener aja, saya batalin orderan juga karna sudah kesepakatan sama driver sebelumnya. Kecewa berat.",1
Nadratul Maysura,"Sorry kasih bintang 1, buat ongkos kirim nya sekarang mahal2 kali gak kayak dulu lagi, mana harganya mahal2 juga 2 kali lipat dari harga ke restoran nya langsung, udah gak pernah ada voucher potongan ongkir atau diskon makanan lagi, beralih ke sebelah saja lebih murah dan ongkir juga murah",1
Zaryn Grantzchesta,"Paling sering pake gojek dari yg lain. Tapi tolong diperbaiki sistem/option di customer service nya. Ada bnyak toko yang sebenarnya tutup tp di apk masih buka. Mau batalin pesanan susah. Kasihan drivernya ngabisin waktu, tp respon dari pusat lama dan susah. Ayolah. Yu can du beter dan dis.",3
Clara Anya,"Gojek kebangetan, saya pesan makanan dari jam 03.00 sampai jam 04 an status makanan masih disiapkan resto, saya pilih batalkan pesanan juga tidak di acc, alasan waktu penyiapan makanan masih dalam batas yang ditentukan. Mau pesan untuk sahur, malah dapat emosi, sampai jam 04.30 status masih menyiapkan makanan dan pesanan tidak dapat dibatalkan. Kebangetan aplikasi sinting.",1
Mahda Aulia,"Kecewa dikit dikit iklan,lagi nonton tiktok iklan, lagi mainin game iklan,lagi ngeliat wa iklan,lagi beri reting pun iklan,kecewa kalau bisa iklan aplikasinya di hapus aja,kecewa GK bagus,",1
Risa NR,"Sopir gocar tolong diberikan arahan donk, suka omelin penumpang seenaknya. Diarahkan ke jalan terdekat dibilang mengatur mereka. Lalu saat kita diam saja ikuti jalan dan ternyata salah jalan, kita disalahkan dibilang harus bertanggung jawab. Kadang peta digocar memberi jalan memutar lebih jauh dan kita lebih tahu tp terlarang protes, jadi sebenarnya apa maunya? Tapi kita ucapkan terima kasih untuk goride nya, karena lebih mudah diajak kerjasama dan saya sudah langganan gojek dari tahun 2016.",4
Anggara Pratama (Angga TV),menu kirim gambar pada chat driver mohon di buat konfirmasi sblm terkirim. ini sekali klik langsung terkirim. membahayakan jika salah kirim. mana gak bisa di hapus jika sdh terkirim.,2
lina herlina,"Mengubah menu yang salah pilih masa gak bisa, padahal harga sama, kalo beda harga mungkin wajar saja. Terus minta bantuan, tp gak membantu sama sekali",2
Co R Est stella,"Kenapa untuk ongkir go food yang lokasi restonya under 1km dan 1km, ongkirnya mahal banget 16.500? keterlaluan mahalnya, mana pelit voucher lagi, katanya ramadhan promo, untuk resto terdekat ternyata harganya masih ga ramah kantong",3
Haikal Verian,"Oke banget gofood dan goride nya, saran untuk maps nya tolong lebih ditingkatkan lagi, karena ada beberapa nama tempat yang tidak tertulis di maps.",4
Dea Nanda,"Aplikasi pemeras, setiap belanja go mart selalu kurang 1 barang. Chat ke customer service kayak chat bot. Jauh banget dibandingin sama aplikasi Grab.",1
Siti andini,"Udah nunggu 1 jam lebih, tiba"" dibatalin gitu ajah pesenan gofood karena gak ada driver. Katanya solusi lagi laper, yg ada malah bikin menderita nunggu makanan. Saya ibu menyusui, perut udah perih. Anak gak bisa ditinggal. Mengecewakan banget pokoknya!",1
Koedwa 08,Kita tau semua itu gak ada yang sempurna.. sedikit pengalaman yang Agak mengganggu hati. salah Satu oknum ojek yang mungkin harus nya nggak terjadi lagi. (Bohong perihal tarif) Kalo offline lebih mahal ongkos nya mas: ojek said,4
Fadhila dinda Atria,"Pesen gocar dri jm 6.15 nunggu hampir sejamm klo misal cuma pergi biasa si ga masalah,berangkat kerja kalo misal ada kendala dikendaraan apa macet infoin 5 menit setelahnya apa 10 menit lah,jangan kaya gini setengah jm kemudian bru infoin klo ga di spam ga bkl ngasih tau. Kedua kalinya loh ini.",1
Adhay blues,"kemarin kendala di resto, tapi saya salah chat , malah chat ke driver nya, soal nya susah terlihat, untuk chat resto nya .. saya jadi salah chat ke driver nya, driver yg baik hati rela anter ulang orderan ke tempat saya ..",5
Jamal Jamal,"Aplikasi ini sangat amat menguntungkan sekali. Berkat gojek kamii bisa order makan terus saat sibuk kerjaa. Tidak perlu repot-repot keluar untuk beli makan siang atau cemilan. Terimakasih gojek, sering-sering banyakin promo nyaa yaaa🫶👭👭😘😚😙😗😉 -Kami dari karyawati su2",5
ghifar hizbi,"Tolong di benahi lagi untuk gosend nya jika memang memberikan pilihan pada pelanggan tolong tepati, jangan ujung ujung nya harus menggunakan yang instant lebih baik hilangkan saja yg same day, orang sudah menunggu lama tapi tidak Ada kejelasan coba menghubungi cs tapi jawaban nya sedang di Carikan pada sudah menunggu lebih dari 3 jam",1
Toto Mujianto,"Go transit jd ribet tidak seperti versi sebelumnya mudah di pahami, sekarang go transit jadi bingung mana tiket keluar dan masuk",1
Shahrul Nur Wanda,"gojek gmna ini saya udah laper dari jam 11 mesen makan di go food, pas udah di pesen udah nunggu lama² pas drivernya udah sampe gataunya restonya tutup, skrng juga saya udah nunggu 40 menit belom jadi juga udah di beda resto, penanganannya gmna ini? harusnya harus lebih tegas lagi sama resto² yg ga jelas kaya gini!",1
B_0069_ Chaerunnisa Arini,"selalu gabisa ngeklik chat padahal udh di pencet or klik berulang kali tapi susah bgt masuk room chat jadi sering miscom sama driver, tolong diperbaiki fiturnya.",3
IndZelda Gie Penova,"Aplikasi gocar nya kurang bagus, selalu di cencal terus. Alesannya jarak terlalu jauh dan harga terlalu murah, macet lah, bla bla bla bla.",4
Lidia Manitir,"Saya bekerja di daerah kelapa gading, dan setiap saya memesan jam pulang kantor selalu digantung oleh driver (sepertinya mengejar point) sehingga saya membutuhkan waktu hampir 1 jam unk memesan, namun hari justru akun saya di bekukan oleh gojek, padahal harusnya mereka bisa melihat recod saya, saya sangat kecewa dan lebih memilih beralih ke grab",1
Isyak Rizqi,"tidak rekomend untuk orang yang punya riwayat penyakit lambung atau takut terkena penyakit lambung wkwkwk. support cs rasa windows troubleshoot, cuma nge-loop,",1
Dina Aeni,"Aplikasinya sangat membantu. Tetapi menurut saya akhir akhir ini sikap driver yang minta parkir dan spam tlfon cuma untuk konfirm dikasih apa ngga, sangat kurang mengenakan. Seolah olah pesanan gaakan dianter klo kita ga nge iyain parkir. Padahal gaperlu gitu yaa. Hari ini saya pesan buat buka puasa. Udh nunggu lama trnyata driver gabisa ambil. Tolong ya min diperbaiki.",1
R R,"perlu penyesuaian lagi, saya sering di kasih driver yang jauh dari titik penjemputan terus, jadi sering di cancel. tolong tambah fitur memilih driver agar bisa memilih driver terdekat",4
Dharma Laksana,"gojek sangat membantu perjalanan, pemesanan makanan dan pengiriman barang. 3 hal yang sering saya klik. agar berimbang saya kritik juga jika penghujan saat diperlukan sering tidak mendapatkan driver, mohon disolusikan dimana problemnya",5
Pengguna Google,Pengiriman express dan reguler atau standard sama Z lama.... Padahal express lebih mahal.... Tpi pasti driver mengalami kendala dan di carikan driver lain dan hrus ngulang lama lagi..... Untuk di gofood,2
Mei lan li “meimei” singer,Beberapa driver skrng kadang tidak mau ambil pesanan gomart.minta dicancel.....pdhl dalam kondisi urgent butuh bgt barang itu.. ...ga usah ada tulisan dalam gomart (saat darurat)..!!!!!!!..pdhl dulu jarang sekali driver yg minta cancel...,2
Bagas Aditya,"Setiap ada keluhan customer selalu tidak ada tindakan, pesan gofood sampai berjam2 tidak ada kejelasan tidak bisa di batalkan !!!! Harusnya kalp sudah terlambat bisa di batalkan supaya customer bisa pesan makanan di tempat lain !",1
Yulia Thessalonica,"Ini app makin gk nyaman dipake. Pesen gocar sering bgt drama nya dri pd app sebelah, driver minta cancel lah, ud lama2 nunggu tiba2 di cancel lah,pdhl ongkos mahal bgt, potongan ke driver kemahalan ujungnya merugikan konsumen krn si driver jg ngeluh ke konsumen. Blm lg tingkah driver yg ngebelin, ditambah sistem app yg gk make sense dan gk efficient bgt psn ojol apapun baik gocar,gomart gk pernah dpt yg deket,pasti jauh2,blm lg konsumen jg suru bayar biaya app ongkos ojol jg dipotong",1
YT_Rahmat Me 7,Aplikasi nya udah bagus tapi sangat sayang sekali aplikasinya kekurangan nya bikin pengguna kecewa banget bila pengguna hapus akun dan membikin akun baru lagi dengan identitas yg sama gak bisa lagi ☹️😟,1
F. Rochman,"Gk bisa log in pakai perangkat baru terutama saat recognition wajah selalu gagal... Kacau....!!!!!!!!!! Kayaknya harus pindah pakai aplikasi sebelah... Ok, skrng sudah selesai. Trimakasih..👍🙏😀",4
muing nguinguing,"ngurus refund sulit, udh 2 kali di kecewain gojek bwt ngurusin refund karna ulah driver nya, capek komplainnya.. STOP PAKE GOJEK masi ada grab atau shopeefood yg driver lebih ramah promo lebih byk",1
Lutfiana Purwadi,"Aplikasi aneh. Tiba tiba muncul tagihan ongkos tol/parkir dari tahun sebelum2nya, padahal selama ini dipake juga aman aja karena memang udah dibayar. Ga jelas. Stop pakai gojek dan uninstall adl jawaban terbaik.",1
NR- Juliana (Siska),"Gofood ekspres, tapi suka telat 5 dan 10 menit.lebih baik tidak usah tulis ekspres.pengantaran waktu tidak sinkron.",5
Afi Desta R.,"saya sering order makanan lewat gofood, tapi karena ga ada fitur pembatalan, suka kesel banget udah nunggu lama eh makanan yg mau dibeli habis dan ujung-ujungnya disuruh ganti yg lain sama tokonya, disuruh cancel toko nya maksa gabisa cancel.",1
Danuri Gondrong,"jujur ak udh pake gojek ini 3thnan, tapi kenapa ya tbtb gojek ak tuh kalo buka chat dari si driver nya ga bisa mulu, malah ngulang lg dari beranda hp ku, dan ini udah berulang"" kali, hal ini tentunya menyusahkan ku bgt ya karena kalo ada apa apa dengan driver kita gabisa komunikasi gitu.",2
lisa I.S,"Pesen gojek motor utk saudara, drivernya muter kejauahan, ngak tau dicancel driver nya atau gimana. Trs kita pesen pakai aplikasi ojol lain. tiba2 saya dpt notif bahwa dpt driver baru dr gojek. Padahal yg td udah tercancel. Kesannya saya pesan lg.",1
Mas Mon,"Banyak yg harus di evaluasi, GO-RIDE, Banyak banget driver motornya ga sesuai STANDAR, Penjemputan telat, lokasi driver juga jauh jauh, bahkan ada driver GO-RIDE yg minta pembayaran lebih dari voucher Bahkan Banyak kasus kenalan saya bahkan saya kasih bintang 3 ke driver di samperin driver kerumah dan di intimidasi untuk menghapus rating bintang 3 karena terlambat jemput. Gofood sering error kata driver, driver baru datang masakan baru DI MASAK, pdhl sudah 30 menit lebih saya pesan,",2
Fatimah Chadijah,"Knp skrg jd tambah jelek ? Sering terjadi 2 orderan , pdhl pesen cm 1 sampe drivernya marah2. Pernah juga tdk dpt2 driver akhirnya pesen pake apk lain eh tau nya sdh ada yg chat driver udah deket tp di apk ku tdk ada driver . Kl sering eror2 trs tp tdk diperbaiki , mending delete aja ganti apk lain .",3
Linnn,"tolong, adain fitur ga ngomong sama driver car 😭 ngga papa ada biaya tambahan, ngga semua orang mau denger ocehan driver (apalagi ngeluh masalah bbm klo jauh, kita semua tau bbm mahal, ngeluhnya sama pemerintah aja plis) -dari user rating 3,6 LOL",4
Fasqia Wilindra,"Gojek, kalo nyewain motor listrik ke driver, di cek dulu keadaan motornya layak atau engga, jangan driver udah bayar untuk sewa, tapi dapet motornya yg ga layak, sedangkan di aplikasi yg di nilai drivernya.",1
Dian Adelia,"Udah 3x pesen go ride selalu eror, segelah pesan dan sampai tujuan, lalu pesanan selesai tiba tiba ada driver lain yg tlf sudah sampai tujuan, padahal saya hanya pesan sekali tapi setiap pesan selalu 2orang yang dapat kan kasian, masalahnya 3x berturut turut bgni trs tolong dong yg bener",2
wahyu nugroho,"Udah cukup lama ini kalo order gofood, datangnya makanan lamaaa. Padahal yg reguler. Kayaknya sistem harus dirubah. Order langsung dikasih ke driver aja, kayak yg dulu. Jgn dikasih ke resto. Soalnya ada resto2 yg aplikasi merchant nya gak on, atau malah hpnya gak standby di resto. Kalo lama kek gini, jadi males order gofood.",3
Ainun Sarahwati,Sebenernya aplikasinya bagus cuma kesel aja kalo order makanan pas hujan pasti di cancle mulu padahal udah nungguin lama banget nahan laper tiba tiba di cancle karena gak ada yg mau pickup. Kesel banget kurirnya gak pada mau anter padahal pasti di kasih tips. Ngluapin kekeselan aja orang lagi laper laper kirain kalo ujan pake aplikasi gojek gini memudahkan ternyata emang paling bener beli sendiri aja ke resto pake mantel.,1
Devi Triana Purba,"Pesen gofood gak sengaja terpencet dan masih ada waktu untuk membatalkan pesanan, langsung saya klik opsi batalkan pesanan malah gak bisa/coba lagi. Gak jelas ni apk klo mmng gak bisa untuk dibatalkan kenapa di buat opsi batalkan pesanan, percuma saja tidak berguna.",1
Indra Saputra,"tolong yaa untuk aplikasi gojek, yang akurat dong tdi saya pesen goride comfort yang dateng motor biasa sm plat bedaa, mnrut ku bukan masalah aku milih milih tapii ga sesuaaii aja kalo goride biasa sma goride comfort kan beda harga, saya pesan goride comfort karna saya bnyak bawaan dan harus uk kendaraan yang lmyn dr mtr biasa, tolong lebih di perhatikan mungkin bukan saya saja yang punya pengalaman spt ini",1
Anggun Kusuma,"gojek ku knp ya, kok ga ada notif muncul kalau keluar dari aplikasi masa harus stay buka aplikasi ga enak banget. Kan setiap pesen makanan paling kan 30menitan masak dalam 30 menit itu harus buka aplikasi gojek terus😓ga ada notif pas di chat driver kan jadi ga tau padahal pengaturan tentang notif sudah saya ijinkan semua kasian drivernya nunggu lama tolong dibantu",2
aprianto indrawan,Kepada pengelola aplikasi gojek Tolong tekankan kepada mitranya terutama driver gocar utk lebih proaktif dalam membantu penumpang yg mempunyai disabilitas gerak/sakit/lansia saat naik/turun dari unit,4
Mini Batam,"Aplikasi ini sangat membantu, bagus tingkat kan terus mutu pelayanan. Sy paling sering pakai gofood, gojek dan gocar gosend jg pernah. Krn sy sdh cocok ngk mau pindah ke aplikasi lain. Sukses selalu Go-Jek",5
Laurie Khayla,"Aplikasi eror, saya udah pesen sekali tapi dari aplikasi tiba-tiba pesen sekali lagi, jadi tanpa sadar dari akun saya pesen driver 2 kali, saat saya udah naik driver pertama, driver lain nyariin sampe marah marah sementara saya gatau apa apa dan berujung saya dimarahi karna buat keributan di sekolah 🙍‍♀️🙍‍♀️🙍‍♀️",2
Fadill,"Sebenarnya gk ada masalah. Cuman program nya udah kaya sapi perah, gw dimintain tip Mulu, padahal udah bayar ongkir. Yang katanya ongkos nya cuman 5 RB, lah gw tanpa promo bayar ongkir masa driver dapat 5 RB. Hadeh GK habis fikir, capek pindah aplikasi lain aja. Btw gini"" gw suka ngasih tip karena gw menghargai waktu tunggu makanan driver",1
Syarif Fan,"Sejauh ini masih aman, driver juga pada santai, ui aplikasi ramah bagi pengguna baru, pokoknya best deh, cuma minta dikembangkan terus saja sesuai kebutuhan konsumen",5
Abdan Adna,"woy ayolah ini knp mau scan qr aja suka gk ke detect,nyusahin aja,berkali kali udh scan tpi ttp gk kebaca,udh restart hp jg sama aja hadehh nyusahin.",1
ahm.rijali,"Tidak bisa pesan ojek maupun makanan, api eror mulu padahal gps nyala udah pake hp satu nya sama aja. Kecewa. Update sekarang balik lagi kemarin setelah lapor udah bisa, trs gmn ini min saya mau pesan jadi gak bisa lagi.",2
Zuhdi Zuhdi,Sistem aplikasinya seperti makin lama makin gak bagus. Pencarian drivernya kenapa harus yang jauh-jauh dan gak efisien?,1
yunus rio Pranatan,"Aplikasi payah banget, di peta banyak tanda driver yg terdekat lokasi penjemoutan. Eh dapet nya driver yg jauh banget. Pake ada acara tarif tambahan untuk pencarian cepat driver. Padahal banyak di sekitar. Udh nyangkut nya lama, driver nya jauh, dateng nya lama pula",1
Muhammad Chabib,"Pas mau cekout gofood, keluar aplikasi bbrp detik eh tbtb vocer eror dan berubah. Langsung pindah shopee food lebih jelas !!!",1
Ikbal Yuhendra,"Kecewa banget sama gojek, jika ada promo tidak dijelaskan harus bagaimana pada iklan yang tersedia,, alhasil cashback tidak masuk.. Tidak seperti aplikasi sebelah, tinggal scan, bayar, cashback langsung masuk tidak perlu menunggu 2x24jam.. memang lebih oke pesaingnya",5
Heri Tianus,Yang bikin kita males pakai ni aplikasi adalah GPSnya salah atau tidak pernah update..rumah kita Uda dikasi titik yang bener eh nyelonong ke ujung..berkali kali kek gitu sebelum update 3 bulan yang lalu GK pernah diutak Atik alamat..perasaan baik baik aja..ini kok berubah sendiri..kalibrasikan System GPS kalian tong minta update servernya..kek Google Maps.. Masa penjajah masuk Indonesia semua daerah mereka kuasai..eh ini aplikasi lokal petanya pun salah..pake peta lama..Uda itu adminnya mahal lg,1
A M,"Tolong untuk Go Food, bagian terdekat, enak yang dulu, pakai jarak, jadi bisa tahu resto/makanan terdekat sama jarak nya, kalau yang sekarang pakai 30 menit, gak di urutkan dari jaraknya malah gak nemu resto terdekat sama sekali, soalnya saya lumayan jauh kalau dari tempat-tempat beli, gak hapal resto terdekat yang mana. Tolong kembalikan saja bagian jarak seperti sebelumnya. Terima kasih.",2
Dian Rosita,"Alhamdulillah selalu membantu saat membutuhkan transportasi kapan saja di perlukan. semakin banyak inovasi untuk kenyamanan penumpang nya, sangat membantu.",5
Wahyu Hidayanto,"Aplikasinya parah, suka dibatalkan secara sepihak. Saya pesan makanan udah nunggu 2 jam tiba"" Hilang tanpa konfirmasi. Saran saya pake grab atau shoope food saja lebih aman dan bisa divarikan driver lain.",1
Kevin Hermawan,"Muncul terus, maaf tapi apk anda sabgan menggagu daya ketika lagih melakukan sesuai memang apk ini bagus tapi saya pusing muncul terus iklan nya,sekian maaf jika ada kata aneh atau semacem nya terimakasih banyak atas perhatian saya harap pesan ini di baca bukan buat menyinggung atau semacem nya",1
Yudi Setiawan,"Oke, tapi tolong layanan Gosend gabisa diakses, pada saat mau cari driver selalu muncul ada perubahan harga, tapi pas di cek harga yang berubah ga muncul. Tolong di perbaiki.",4
nailus sa'adah,"Jelas"" saya tidak pernah telat bayar paylater, malah tiba2 akun anda sedang di-review krna ada transaksi mencurigakan, disuruh check secara berskala tpi sampai sekrang belum bisa, mau ke ""layanan bantuan"" CS eh malah BOT, makin lah engga jelas ini. Tolong klo ada layanan CS, yg bisa di komunikasi keluhannya bukan hanya BOT, itu tidak menyelesaikan masalah.",1
Widia Ayunua,Knpa ya beda sama dulu Sekarang sering telat2 kalo pesan makanan mana telat nya hampir 1 jam Mulu bukan sekali dua kali tapi sering padahal udah pake jasa expres rugi ngecewain lama2,3
Ice Triana,"Maaf banget klo ngasih bintang2, utk app nya si oke2 aja, tp driver gojek paling buruk dibnading driver2 app lainnya. Sy gak akan kasih bintang 2 klo cm satu driver yg gak benar ini rata2 drivernya mau itu driver gojek ataupun drjver gofoodnya.",2
LiEsa Kusuma,"Notifikasi paling menjengkelkan dari hp saya ""Yah, semua driver lagi sibuk..Ayoo jangan nyerah. Yuk cari driver lagi"" Sistem gofood sangat merugikan, pesan makanan express sudah 1 jam tiba"" batal otomatis karena tidak dapat menemukan driver. Aplikasi gojek main-main dengan orang lapar bintang 1 pun gak layak.",1
Tomi Andrianto,"bintang 4 dulu yah, kadang kalo ambil gojek/gocar hemat driver/rider pada ga mau pick up, kalo memang tidak menguntungkan untuk para mitra ya ga usah ada gocar/gojek hemat. bikin sebel aja.",4
Maghfira,ini gojek lama² bertingkah muluu. mana tiap ngasih driver selalu dengan posisi yang paling jauh. susah komunikasi pula. dan kejadian ini berulang² kali,2
IpIpHuray,"Maps lu benerin !! Mapsnya selalu bermasalah heran gue, ampas bgt ni gojek klo urusan ama maps, udh ditaroh di titik yg bener berubah² sendiri, gue yg kena maki², padahal udh gue cek trs eh taunya berubah lagi berubah lagi, bikin aplikasi yg bener nape ! Di titikin manual salah, otomatis juga salah, benci gue ama titik mapsnya kek orang gilaaaaaa !!!!!! Belajar noooh ama grab ama shopee klo bikin titik di maps, paten kagak geser² ndiri ! Benci sumpah ama maps gojek asli 1000 kuadrat !!!!!",3
Dian Anggraini,"Kecewa sekali sekarang pake gojek krna memilih jarak tempuh, padahal walaupun pake voucher juga kita paham buat ngasih tips dan tetep ksih bintang 5, coba lah perbaiki lagi sistem ya buat yg ngojek2 nih ya kalian tuh jangan pilih2 pelangan jgn pilih2 jarak, kalo emg udh ga mau ngojek mnding apk ya dimatiin, ksian kdg buat yg ga pnya mtor dan cuma ngandelin ojek online tp bgni fasilitas ya, kalian udh baik menawarkan helm dll, ga smua juga mau pake helm krna alasan tertentu, jgn gtu lah",1
Martono van Holland,"Kacau. Order Gocar 3x ga dapat². Padahal di aplikasi jelas banyak mobil yang standby. Apa karena jarak dekat, driver ga mau ambil?",2
Febri Febri,"Hari minggu beli food. Pihak resto mengcancel orderan karna orderan tidak ada (kosong). Sudh 2 resto d cancel. Total 170rb an. Pembayaran pakai Debet. Sampai saat ini, duit belum Kembali. Aturan paling lambat 14 hari penhembalian. Apakah Gojek kehabisan Modal??",1
A Sanggita P,"Tolong dong diperbaharui lagi system nya , masa setiap pesen gofood , gojek sama gocar selalu gak sesuai maps sama yang aku ketik manual. Padahal alamat nya sesuai tapi titik nya selalu tidak sesuai. Iya kalau dapet driver yang pengertian , udah bayar masih di maki-maki sama driver nya ! Padahal kesalahan dari aplikasi gojeknya !!",5
AQMAR EMIR,"Mohon pencerahan atu solusi atu ada yg bisa bantu, sya isi saldo gopay 1jtaan tapi saya lupa klu nomor tersebut sudah tak terpakai atu sudah di blokir sama email hp nya, gmn caranya saldo saya bisa diambil kembali ya, apakah ada yg pernah kejadian seperti ini kayak saya, mohon bantuan nya pada pihak terkait gojek, harusnya kan saldo ada walau nomor sudah mati🙏🙏",1
Henry Dunant,"Saya ini member lama tapi belakangan memang kurang aktif,ketika saya mau login kenapa jadi seperti member baru pake daftar lagi,minta no verifikasi tapi gak di kirim kirim via WhatsApp !",1
Malvino Kaysan,"gojek sekarang beda tidak seperti waktu yg megang nadim, bahwa waktu saya survey banyak driver yg kadang ngk pernak dpt order alias 'O' sekarang driver di kasih sistem nama slot yg merugikan driver dan castumer amplikator banyak untung.... kembalikan sistem yg kaya dulu jgn merugikan driver... castumer byk yg lari ke seblh karna kebijakan yg banyak merugikan driver dan castumer.... trima kasih..",1
fransiska tiara,Sangat membantu ketika kita tidak ada kendaraan cuman sangat di sayangkan kadang kadang dapat driver yang mengeluh soal jarak jemput Mungkin bisa di perbaiki lagi untuk gojek bisa langsung nyantol ke yang dekat saja saya tidak menyalahkan mungkin driver juga aga lelah sama terlalu jauh mungkin jarak jemputnya 🙏,5
Muhammad Rafli Fadhilah,"Kenapa ya sekarang gojek makin aneh, dapet driver yang jauh, jadinya ngaret karena nunggu driver nyampe. Belom lagi drivernya suka pake rute yang aneh dan malah lebih jauh, saya tanya katanya ngikutin aplikasi. Tolong perbaiki saran rute driver di map, biar pake rute terdekat, perbaiki juga masalah pengambilan driver, padahal dulu kalo pake gojek biasanya dapet driver yang dekat. Tolong jangan buang2 waktu pengguna",2
Intan N Nasution,"Aplikasi tiada guna, bayar pajak kendaraan status dalam proses selama 2 hari. Dikomplain tidak ada respon, kemudian transaksi dibatalkan sepihak oleh gojek. Pembayaran pajak kendaraan jadi telat 1 hari & kena denda Rp 637.500,- pengalaman menyesakkan. Akhirnya bayar di tokopedia instan langsung berhasil! Tapi dendanya masih nyesek.",1
Adinda Salsa Dika Aurelia,"hadeh, aplikasi sudah bagus, saya pesan perjalanan klatakan-tanggul, sempet di terima sm drivernya lalu 3 mnt setelahnya hilang, mungkin di cancel dr drivernya, males bgt klo uda begitu pdhl bayar ga gratis, nama drivernya muhamad zaini, kecewa aja si klo ada fitur cancel gt wkwk",1
