user,review,rating
Muneera Sheriff,"Overall, it's a good app, but there are a few things that could be improved. One key request: please enable the View Once option when selecting multiple images or videos to send. It would make sharing private content more convenient. Also, about the Last Seen privacy settings—if Y has turned it off for X, but X hasn’t done the same for Y, why restrict Y from seeing X's last seen? Let each user’s privacy settings work independently instead of playing judge in the middle! 😂",4
Temiloluwa Olaoya,"I don't like the new update where status updates of people I frequently chat with are moved to the top. It's so annoying, confusing, and makes everything look scattered. Since updating yesterday, I can't send pictures to anyone or post pictures on my status. The screen just goes blank, and I have to exit WhatsApp and reopen it. Please fix these issues urgently! Update: it's now back to normal, but kindly add the feature where we can add emojis back to the text status update😊👍",3
squishy tomato,"App has become UNUSABLE since a couple of weeks..Seems to have a bug with sending messages - sometimes when you hit send, there is a red exclamation mark for a second, then the message appears to be sent but when you leave the chat and reopen it the message has disappeared. Impossible to sustain a conversation now. I have updated my phone software and run a scan for malware, I don't think the problem is on my phone. Tried to contact WhatsApp but only got an automated reply. Very frustrated.",1
Abhay kumar,"Earlier, when I tried to call someone on WhatsApp who was already on another call, it used to show a message like ""The person is busy on another call."" This feature was really helpful because it let us know the person was unavailable. Now, this message no longer appears, and it just keeps calling even if the person is on another call. It’s confusing and makes it harder to figure out if the person is busy or not. I really miss this feature and hope WhatsApp brings it back. It made things easy.",3
Anna Rebeka Majzik,"DO NOT UPDATE!! 1) If you write your message first and then add a picture to it, it doesn't send. I literally had whole paragraphs disappear after attaching a picture. 2) can only see 7 gallery folders. The ""see"" more option isn't always visible 3) Attaching pictures: previously, you just clicked on the big green button after selecting the pictures you wanted and you could customise your messages after. Now they added a tiny edit button across the screen. 4)the typing pop up bubble is annoying",1
Bee A Unicorn,"It's a great app and all, I use it for my primary communication...but I must say the audio quality is trash, when I upload a picture or video on my status, the quality is trash and the video call quality is also trash. Also, notifications of new messages are inconsistent and sometimes show up 5 minutes after the contact has sent the message. Nevertheless, it's my primary messaging app and I wish the media quality was tip-top, otherwise the app is great.",3
Marvellous Chukwukelu,"You guys made a feature that allowed me to have the account for two numbers. When I switched so that I could have it on the same phone, you erased the entire history for a number I have had for years. Your automatic backup doesn't work. I have to keep doing it manually. You don't send notifications for both accounts. No matter how many times I change the settings, you always stop sending the notifications for one of them and I don't realize that I am missing messages en masse. I hate this app.",1
Zuni,"If we talk about seen1 SMS, then this is a great feature of WhatsApp, but one problem that has been recurring and which has killed the purpose of this feature is that receivers are misusing this feature by taking pictures of their screens, so I think it is necessary to introduce an update that when an SMS is sent on Scene One, your profile picture or something similar should not be visible as well as that shows who sent the message. Thank you.",1
Kursin,"Dear Meta Team, I'm providing feedback regarding the AI memory limitation. The current limitation makes it difficult for me to have continuous conversations. I suggest improving the AI's ability to store long-term memory. I suggest enhancing the AI's memory to: 1. Store user information during the same session. 2. Recall previous preferences and topics. 3. Enhance learning and adaptation capabilities. These updates will significantly improve user interaction. Thank you.",3
Somesh,"I noticed a few bugs recently that spoil the user experience. 1. When I edit a message and exit the chat, I still see the old version of the message instead of the updated one. 2. Sometimes after sending a message and leaving the chat, the other user's reply appears as the last message instead of mine. However, when I reopen the chat, my message is displayed as the most recent one, which is a significant bug.",1
Ashok Jhawar,"Recently the emoji tab at the time of writing in status has been removed. It was very helpful. Secondly, the status is the only verticle, where not so much improvement took place. We can't reduce or increase the size of fonts on our own, the type of fonts are very limited, the colour of fonts is also single i e. White only. All these should be taken care of.",4
Sky,"This is my first and last review for this app. I have one problem. Before the update It was possible to clear WhatsApp data by simply going into settings and clicking ""clear data"". Now it's not possible with the recent update, which makes it really frustrating. Now it takes me into a a weird screen when I click ""manage storage "" which was replaced for ""clear data"" . Honestly, it's stupid idea. Now I have to reinstall WhatsApp everytime I need my data to be cleared for personal reasons.",1
Naglaa Kamal,"The last update is very bad, now when I try to attach any photo I have to search through everything as they appear as recent, when I hit the folders tab and choose any photo it won't attach and kicks me back to recent folder. Also the edit option isn't clear like before. You are improving the app or messing it up. Also what is that option of AI ?? I don't need any AIs. Stop what you are doing to ""improve"" as actually you are screwing it and get everything as it was.",1
Sqweebo,As many others have pointed out this app is not as good as it once was. How do they managed to 'develop' the app and just ruin it? Just created a long message to accompany a photo. When editing the message it becomes impossible to edit. Starts enlarging and deleting text . I couldn't get out of it until it eventually deleted all the text I had typed. I know there are cutbacks everywhere these days. Seem they got rid of their developers too!,3
toyin olakehinde,"WhatsApp has always been an amazing app ever since I started using it. It's reliable and user-friendly. However, after updating to the latest version, I’ve encountered some frustrating issues. Sending pictures, receipts, or posting photos on my status and contact list has become very stressful. I can’t access these features properly anymore. Please look into resolving this issue. Aside from this, great work on the app overall",1
Brembo Jefe,"It's a good messaging app to keep in touch with friends and family. However having a diverse amount of people that I chat to and post status updates for... it becomes tedious to always select which contacts can view my status updates, as sometimes the content may not be appropriate for everyone I chat to. I then suggest having ""status groups"" where I can easily select which group of contacts, can view my status updates depending on the content that is posted.",3
Olamilekan Ayinla (Olami),"WhatsApp is hands down the best messaging app out there! It's fast, reliable, and packed with amazing features like end-to-end encryption, voice and video calls, group chats, and seamless media sharing. The user interface is simple and easy to navigate, making communication effortless. With constant updates and new features like disappearing messages, multi-device support, and communities, it keeps getting better. Whether for personal or business use, it’s the go-to app for staying connected.",5
David Bosch,"5 Stars until you fix the issue that always says: ""The download could not be completed. Please..."" when looking at statuses from my contacts that are videos. My internet connection is superb. Please change it because it is freaking annoying. I alwayw have to tap forward and then back and then it MIGHT show me again this error and i can repeat it until I get so annoyed that I leave the status. Also, I cannot screenshot any profile pictures anymore. That is so annoying.",1
Pietro Panino,"23-12-2024 update It could be another great improvement choosing for every single media in a chat to be saved or not directly along the chat itself, maybe putting a botton just next to the media (""save yes/no""). This can make possibile to see the preview of the media without removing it from the chat sight. It's so frustrating having phone memory always full because of a lot of useless media that could be used only for the time they are created. Efficiency, speed, modernity. Thank you.",5
Tehreem Umar,"""Hello WhatsApp Team, I love using WhatsApp and enjoy all its features! However, I'm facing an issue with setting up two-step verification. Despite multiple attempts, I keep getting the error message ""You cannot set up two-step verification. Try again after a few hours."" This issue has been persisting for several days. I would appreciate it if you could look into this matter and provide a solution.",2
C A,What happened to attachment options with the recent update? I can no longer access my folders in the gallery. Only have access to recent photos which means if I want to attach a photo I have to scroll through all the recent photos in order to find it as opposed to having the option to go through my gallery and see the different folders. Really frustrating! I've stopped using WhatsApp because of this.,1
Noman Akhtar,"Dear what's app. Previously, when sending a video during a conversation, the process was quick and seamless: selecting a video from the gallery would immediately prepare it for sending. However, with the latest update, an additional step has been introduced. After selecting the video, I now have to click on the thumbnail in the bottom corner to confirm before it’s ready to send. This change interrupts the natural flow of conversations, especially when sharing videos quickly. Thank U",5
Divine Dan,"WhatsApp has been amazing with each update. That notwithstanding, the inability to search keywords in text even after using the search button is causing a whole lot of trouble. I have to go all through the chat to find a single line I'm looking for. Amidst other requests, please try to look into this one as it is very pressing. Thank you, but after all, WhatsApp messenger still is the best. For this reason, I'll give it a 4-star until the issue has been resolved. Thank you so much Team WhatsApp",2
Gregory Pippas,"Latest update is a massive downgrade for attaching media. Defaulting straight to a whatsapp specific ""recents"" folder rather than loading the standard gallery where albums are. It now takes multiple presses to get to my albums where it only took one before. You can also no longer hold and swipe to select multiple pictures. Being forced to select the dot in the corner. Which is easy to miss and you end up opening the picture rather than selecting multiple pictures.",1
Isabella G,"Very good as i use this all the time and had it for the past 4 years! About a week ago though it turned my front camera on the app weird and i have been unable to fix it, sacrificing all my messages to uninstall then install it again and it not work. I am quite disappointed about that as i dont have a way to fix it. However now that i think about it, its been since the 16th December update, so could be a bug.",4
Ingrid Tandou,"Since a week ago until now I still have trouble sending image/photo/video directly from the gallery, the screen display is completely dark and the cursor keeps spinning, like it's hanging. Either it took 10-18 minutes or totally failed. But there's no problem for forwarding image/photo/video received to other WA recipients. Now I just found out that infact I also can not send audio file via this WA. Can you please fix this problem a.s.a.p ?",2
Jawad Niazi,"Dear WhatsApp Team, I’d like to suggest an enhancement to media visibility settings. In group chats, I often receive images, videos, and audio files. While I want images and videos visible in my gallery, I prefer audio files to remain hidden in my file manager, as they clutter storage and require manual deletion. Currently, media visibility applies to all file types, which limits control. Adding separate options for images, videos, and audio files would make file management easier and improve ☺",4
oluwafemi adekunle,"My God! This is one of the worst update I've seen in recent. Ever since I updated recently it's been one issue to another. 1st images refuses to load on time either to send to someone or to post on status. Tried deleting a status and to my surprise 5hrs later it's still processing to delete. As if that's not enough, contacts and those I think I blocked??? What's tf is wrong??? Infact this is total rubbish!!! Gutted.",1
Neo Angelo,"I have no issues with the app, though it took me a while to get acquainted with the recent updates, It's okay. However, I'd like to make a suggestion, during the next update, please can you enable us to be able to edit our status. Sometimes mistakes are made during posting and to correct those mistakes, it'll warrant us deleting and starting all over. Please add the editing of statuses. Thank you",4
Anahita Srivastava,"The app is very good when it comes to individual messaging, calling and document sharing. However, the forward feature only allows sending messages to only 5 people at a time which is highly inconvenient for people such as me who have multiple numbers of contacts we have to send messages to. So the change I would like to have in the upcoming update would be that we can forward our messages to as many people as we want and with this, our work will be made much easier as compared to how it is now.",3
Rebecca,"I’m having an issue where the music feature for posting statuses doesn’t show up, even after updating the app. I know this feature is available for others, but I’ve tried everything and it’s still missing for me. Hope this gets fixed soon because it’s a fun addition to status posts! Edit: still no change 😑",1
lila mehammed,"WhatsApp is an exceptional messaging app that keeps me connected with friends and family effortlessly . It's user - friendly interface makes sending messages, photos and videos a breeze . I appreciate the end -encryption, insuring my conversations remain private and secure . Group chats and voice/video calling features are fantastic for staying in touch with larger circles. Occasionally , I experience minor glitches or connectivity issues, but overall , WhatsApp remains my top choice.",5
Chris.,"The new update stinks. Trying to share a video or photo to someone and my status is tiresome and frustrating. I have to wait for the app to process several selected posts to share to my friends which can even take up to 20 minutes. The previous version was better, and no, it's not about my phone, it is perfectly fine. You're better than, aargh!! do better.",1
Charlie P,"After the recent update if I want to attach a picture to a message. It's 100 times more difficult. I have lots of albums in my phone. When I select the paperclip icon as usual in WhatsApp to attach a picture, I then select ""gallery"" as normal. It then shows ""recent"" photos first, which is normal. At that point, I always tap the down arrow to find the album I want with the picture in it I want to attach but, apart from recents, WhatsApp now only lets me select from 4 albums in my phone !!",1
Moeen Khan,"This app is great. However, I recommend one improvement. Whenever, I write something in search bar, click on any option; after that I want to go back to select another option; I have to write again in search bar. This is the issue. Search bar should keep the search list untill I intentionally escape. I hope you understand what am I trying to say.",4
Adefiju Adefiju,Could I even call it the worst Everyone call chat their friends and family but I am the only one left. Due to loss of accuracy occuring in the app. It has been so tiring I can't even explain without having emotion. Whatsapp is the most commonest app used in my country. So what choice do I have. It could even cause depression. Makes you left out of the communication world. Although it is the worst app I would recommend.🤔😩💢,1
06.OreRuault.6C,"Good app, very useful for everyday use and i recommend this app for every one who wants to be able to comunicate with family, friends, and others easily. but my suggestion for the whats app channel / saluran feature is to provide a ""remove follower"" feature so that channel owners can remove someone from their channel. Keep up the good work!",5
Saharsh Shah,"It would be really helpful if you added a feature where we can rename documents sent by others in such a way that its only visible to us and is easier to access. For example, if there is a college classroom group, and the teachers there send a lot of answerkeys or PDFs, but they dont name them appropriately or leave it as is. It's tough to locate the documents we need. So if we, as a user, were able to rename them for pur personal purposes (only visible to us), then that would be of great help!",4
Brendan Chong,It's getting more annoying when using the latest update. The more update it's get the more bug there is. When listening to voice msg the screen suddenly turn black and become ear speaker hearing. But when you put it near your ears it become loud speaker sound output. Another bug is that when we want to hear speaker sound it become freeze screen and you can't touch anything on the app itself. Unless you screen out. Is this happening to only specific phone brand.,3
Mohammad Alam,"Very nice app. Easy to chat etc. Meta Al is fantastic. From text messages to voice and video calls, WhatsApp makes it possible to communicate in almost every format imaginable. It's also incredibly versatile, offering features like group chats, file sharing, voice messages, and Status updates that keep users connected in different ways. For many, it's become the go-to app for both personal and professional communication. Despite its many advantages, WhatsApp isn't without its limitations.",4
Daniel Kioko,"I've been experiencing ongoing issues with WhatsApp where the app keeps stopping unexpectedly. Despite updating to the latest version, the problem persists. Every few hours or days, the app crashes and refuses to open, forcing me to uninstall and reinstall just to use it again. Even after reinstalling, the issue eventually returns. This is incredibly frustrating, especially since WhatsApp is a crucial communication tool. I’ve tried clearing the cache, restarting my phone.",1
Martin Jelínek,"Come on. Fix the issue with disappearing notifications already! When there are multiple msg notifications, they all disappear when you open one of them (or just whatsapp in general). Thats horrible UX design, no other major app has this issue. You HAVE to know about this so finally fix it. On my Pixel 9 pro, the issue started about 3 months ago. From what I read online, on iPhones its like that for maybe years now! What a hell is going on... It is serious UX design flaw.",1
Nicola ROSE,"There was an update recently that where ""CHAT THEME"" was added. When this option is activated in any chat, you can no longer see when a message sent is read (read receipts are ALWAYS ON). I assume that the reason for the chat theme option was to change the bubble from the monotonous GREEN BUBBLE for everyone's message. Can there be a fixed so the blue ticks can again be seen? Thank you..",2
Daniel Brangman,"Absolutely love using WhatsApp on a daily basis. It's my go-to for staying connected with friends and family. The app is user-friendly and reliable. One suggestion for improvement would be to add a ""Schedule send"" feature. It would be super handy for sending messages at specific times, especially for birthdays or reminders. Overall, I highly recommend WhatsApp!",5
No Way,"I am so disappointed with WhatsApp. 1st no updates like most users with the songs at the status, 2nd cant change the theme like others, 3rd the folder that shows to send a picture is only 4 or 5, 4th emoji button on the text status disappeared...please fix this 🙂 Update: it says there's a WhatsApp update with the theme or something. WHERE?? I already updated ittttt! Man I cant even access my other folders when I wanna share a picture OR when I want to add a wallpaper. Only downloads, and some!",1
Similoluwa Samuel,"WhatsApp is a great app, but there’s one thing I think could be improved. When I delete a message, the other person gets a notification that says, ‘This message was deleted.’ I feel like this isn’t always necessary and can sometimes cause confusion or awkwardness. It would be much better if the message just disappeared entirely without leaving a trace. This would make the experience smoother and more private, which I think a lot of users would appreciate.""",3
Jane,"Used to be fabulous. But, recently, it has developed numerous glitches: my messages sometimes delete after sending (I do not have disappearing messages switched on), but they don't always; sometimes they don't send at all to recipients but it looks as though they have from my phone; sometimes messages disappear straight away, sometimes after a little while. Incrediblly frustrating because there is no pattern. I have uninstalled and reinstalled the app and updates are up to date",1
Bogdan Marina,"I've already had two important support issues that weren't addressed. One of them involved backup issues, and the other is not being able to see some messages, as they are being replaced with the usual ""Waiting for this message"" (if you do an online search, both were raised by many other users as well). I was met by support agents who seemed to be purposefully not helpful by not making the effort to understand these issues. Shame, as the development team could do so much better",1
Talitha Wentzel,"Very good app, I would just like to make a recommendation that lists for contacts be shown on the main screen. When a message is received the list can have a notification icon. When you open it you can see the contact that messaged you. Because at this point the lists does not really have a purpose. You divide your contacts accordingly but it is not affective.",4
Dini Amalia,"WhatsApp on my Redmi Note 8 keeps crashing and automatically closes right after I try to open it. I've already tried restarting the phone, clearing the app cache, and reinstalling the app, but the issue still persists. It continues to return to the home screen immediately after launching. Can you help me?",4
Jehoshaphat Olapade,"I've been enjoying the recent updates and I find them very cool, but not with the bug that came with the app that makes it extremely difficult to post images or even send them to friends in dm, it takes over 10mins before any selected image loads and I'm not even exaggerating. This has been happening for the past 3 days now. PS: My WhatsApp is up to date. Please help fix this and I'll give full stars 💚",3
Edwin Orrueze,"WhatsApp is so great an app for business and leisure. It is continually evolving with thrilling new features. I like the feature that allows us create folders and add contacts to those folders, in addition to the default ones already created by WhatsApp. With this feature I can now sought my charts into groups that help me easily locate and organise my ongoing conversations. Please make rearranged folders to remain so after editing as it currently returns to default afterwards.",4
Gregorius Royan,"like the new update, which can change the color of the chat bubble to various colors. but there is a weakness if changed to another color, the blue tick color changes to white. even though the blue mark is a special feature that indicates that the message has been read so far. please so that this special feature can be returned in the next update.",4
Johann Reyneke,"A week ago WhatsApp started to delay getting images to the ""to send"" screen (screen is black for 43 seconds). Once it appears and one sends the image it takes another 30 seconds for it to finally send. This is regardless of image size. When I try to install a previous version, WhatsApp says the package appears to invalid, regardless of all efforts.",2
Felipe Santini,"Bug: On Pixel phones, voice notes stop playing after a few seconds if WhatsApp is not the foreground app, so you can't listen to voice notes with the screen off or while doing something in some other app. This has been the case for over 6 months with no fix, battery usage has been set to unrestricted, I've tested this on 3 different devices. ⠀ ⠀ Update: not only on pixel phones. Same is happening in a OneNote 7T and a Samsung Galaxy S24 Ultra. WhatsApp is just terribly programmed apparently",1
Qasim Ali,"""Hello WhatsApp Team, I love using WhatsApp and enjoy all its features! However, I'm facing an issue with setting up two-step verification. Despite multiple attempts, I keep getting the error message ""You cannot set up two-step verification. Try again after a few hours."" This issue has been persisting for several days. I would appreciate it if you could look into this matter and provide a solution.",5
Ijeoma Ann,"In as much as I like the app. I think it'd be better to add a feature that allows some statuses to be viewed once. I also hate to see the quality of our photos and videos reduced. Please fix that. I so much dislike the fact it has to gossip to someone that I deleted a post, I most certainly deleted it so they don't see it so why notify them. I love the connectivity and most features are okay tho",3
Rob Schipper,"Again WhatsApps is not working, message get stuck at the server again, calls are not going through. This seems to be normal now with WhatsApp. Now something new, WhatsApp seems to have lost chronological sequence. New messages both incoming and outgoing appear at random places in chat. Messages that i send today appeared in yesterday and last week timeline.",1
Tim Edwin,"Dear Whatsapp team, you guys have been doing a great job. I am however facing some issues with the last update. Pictures/videos can't load with ease to my status or when selected to be sent to someone. It takes over 5 minutes for a preview to appear. I thought the problem was with my device before noticing others faced a similar problem too. Please fix.",3
Fred Asare,"D app is great, which has made communication easier n flexible. SUGGESTION I've lost great number of information sent or received, because restoring backups failed. Please I'll suggest that, though encrypted, messages should be saved under or with email addresses instead of phone numbers. Just like addresses and phone numbers are saved on Google and one can retrieved or restore wherever and whenever regardless of change in location or device. In this way, no info will be lost whether new or old",4
Bello Adura,"Without this app I'm not sure some things will be easy to do, it has been a major tool on everyone's mobile phone But I wish you can add a feature, which we can invite someone (contact) into a group just for a period of time and there will be some certain things the person (contact) can do. I don't see any error or anything wrong in the app",5
Grasy MAGAL,"Hello WhatsApp Equipe, I hope you've been enjoying this New year. I've been experiencing a really bad background during my videos calls on here. I did activate the background one time, but it doesn't come out even though it's showing me there isn't a background. I hope you'll be able to help me to take that weird background from my video calls. Thank you so much in advance. Have a blessed day.",1
Alabi Dorcas,"WhatsApp is a great virtual tool in terms of communication, and it even helps in connecting with people from far and near, however, the reduction in the quality of pictures and videos poises a great challenge in it's transfer and this has reduced its efficiency, we would be glad if this is looked into and corrected. Edit: 24/12/2024 WhatsApp keeps going through an initialization process that takes a couple of hours, even after updating the app to no avail. This should be looked into please.",1
† Des Clowniac.†,"Please undo the update you did to share photos from gallery, it sucks, it doesn't show all archives/albums. You have to open camera, enter on the pic icon to just be able to see all of your albums and select a pic, otherway, if you open the normal pic icon that appears when you touch the ""clip"" icon, it shows less albums, and by defect, you have to search manually the image you're looking for, also, this update looks awful :( please undo it to the old one and keep it that way.",1
Silver Wings,"Well, all i can say is the app works perfectly as intended. It's still the best messaging app until now with how useful and simple it is. But... 😅 there is one problem that i have is that when you go to a group's media links and docs section there is a single problem which is you can't search for the files you want without the app crashing :/ this problem has been there for a while now and i'd love if it gets fixed as it helps people look for what they want quicker. Thank you!",5
Desmond Kettledas,"Greatest app ever. Millions use it everyday. The app is a social media app but thousands use it for business purposes also. It fast , reliable and to crown it all is that you can send videos too. News , social media, traffic reports, functions, and you can connect to people abroad. No hassle no fuzz . Just about anything is possible and it's AI functions are really good.",5
Onkel Bo,"Since the last update I can't correct written words anymore. It always selects the whole word but doesn't show any option (like copy, select all,...). Because of this I'm not able to go in between words to correct single mistyped letters or insert a word to a sentence without replacing/re-writing the previous word in the message. Now I have to write my messages in a text editor to then copy them to WA and thats really not nice.",2
Onur Demir,"The UX has worsened dramatically. It used to works smoothly for sharing pictures/files/gifs etc. Missing key features: -Multiple forwarded images don't keep the descriptions -It is not possible to edit the text before sending a gif -Uploading an image became very difficult, the image attachement item doesn't bring you to your gallery but a few albums. The overall experience quality dropped significantly, please bring back the UX of a couple of previous version ago.",1
Joshua Abu,"The app has been very buggy since morning, I updated the app few days ago. I have been struggling to navigate and type messages, the app will just lag then I would have to close the app. I was starting to think it was my phone but every other application works fine and smooth. Please optimize your application for android 14. It is very buggy.",2
jagadish more,"I have noticed an issue with the sorting of recently updated statuses in my contact list. Previously, the statuses that were most recently updated used to appear at the top of the list. However, after a recent update, I am seeing these statuses appear randomly or at the bottom, which makes it difficult to view the latest updates quickly. This change has disrupted the ease of accessing new updates, and I believe it may be a bug or an unintended change in functionality. Kindly check..",1
Shehanshah Baloch,"Hello WhatsApp Team, I hope you're all doing well. I wanted to share a suggestion to enhance the video sharing experience on WhatsApp. I think it would be incredibly useful to add a ""Crop"" feature and variable speed options (e.g., 1x, 1.5x, 2x, etc.) for videos uploaded to WhatsApp Status. This would give users more flexibility and creativity when sharing videos. Thank you for considering my suggestion! I look forward to seeing future updates.",5
Haffedz Dnazr,"I'm trying to use the app camera for taking pictures, but the pictures taken can't be change to HD. Tried multiple solutions online including adjusting the quality to hd resolution in the storage settings, still nothing changes. I'm using Samsung A35. Tell me if there is anything i'm missing, or if it has anything to do with my phone camera settings.",2
Ain Sofea,"""While WhatsApp is great, there are a few areas that could be improved. For example, the message search feature could be more efficient, and more theme or customization options would be nice. Additionally, the ability to use one account on multiple devices without requiring a primary connection would be very helpful.""",5
Clara victory,"Though it has gd new features like the chat theme ,liking status,Some of these updates are terrible,e.g when u want to upload a status, the pic or video is shows black, then it's very slow to get uploaded, also when u send an audio to someone, you don't see it immediately, it's only when u exit the app , & switch on your data again that u see it , please all this makes communications very difficult. Please I would like these problems fixed",1
Benjamin Wasike,"The app stands as the world's most widely utilized social media platform, boasting remarkable updates over the years. However, a significant flaw remains unaddressed. Status updates are not chronologically ordered, leading to inconsistencies such as an update from the previous day appearing at the top of the feed while more recent posts are relegated further down. Kindly rectify this issue with urgency and meticulous precision.",4
MUHAMMAD JAMIL IBRAHIM,"The Voice Note should have a permissions button please. Like if someone wants yo send a voice note, the receiver should agree before it can be sent. The amount of time we spend listening to voice notes is too extreme for my liking. I suggest that you have a button that can transcribe voice notes into writing for our sake. Thank you. Looking forward to your swift action.",5
Chanuri Kumara,"I just ""upgraded"" to the new avatar to see what it was like, but I didn't know I couldn't go back to the original design! I wouldn't have done it if I knew, because now it looks absolutely horrible! The old avatar had a more cartoonish look and feel to it, not to mention a sweetness that was really nice. This new one looks so realistic and grown-up, none of the dramatic expressions work well with it. I'm so disappointed, I'm going to delete it altogether. Please bring back the old design!",4
Joe W,"Can't transfer to new phone. Backed up daily on old phone but now have lost all chats. What's the point in having all this fancy back up and storage if you can't even transfer to a new phone? Only using this app because most of my friends use it. I dont even know why. Apart from sending pictures and short videos quick, WhatsApp is no better than any standard SMS function.",1
Nisha Nanthini,"I've been facing an ongoing app lock issue for the past few weeks. I am unable to open the app with the app lock the first time; I can only access it on the second attempt. It's really frustrating to have to unlock WhatsApp every time. This issue has been consistent, and I would appreciate a quick resolution. Other functionalities is working good.",4
Saravanakumar Sathasivam,"There is a bug in status menu. When we are watching a status video, if we get back, it still plays even we reach home screen. It only stops when we clear our recent apps. Until another statuses are playing continuously.. I don't know, if I conveyed it correctly or not. But this was the issue I had facing for a while. If developer sees this comment. Pls fix this in next update. Thanks !",4
Victoria,"Editing a message has become so annoying. For example, if I want to capitalize a letter in a word I've already typed, I used to be able to just tap before the letter, delete it, and retype the capitalized version. But now, thanks to WhatsApp's update, it forces me to select the entire word/phrase. That means I have to delete the whole thing and retype it just to change one letter. Why make something simple so complicated!?",1
Md.Kamrul Hasan,"WhatsApp is an excellent communication platform offering a user-friendly interface for messaging, voice, and video calls. It supports individual and group chats with end-to-end encryption, ensuring privacy and security. Features like status updates, file sharing, and voice notes enhance convenience. The app is lightweight, works seamlessly even on low bandwidth, and syncs across devices with WhatsApp Web/Desktop. However, improvements like better storage management and more customization option",4
Alina Mihaela Schmidt,"No support, I've always struggled moving data in between phones. This unfortunately has been my ugliest experience to date. I was just unable to move my chats and no active data. due to the sensitivity of the data I required it back. I've opened a ticket 2 weeks ago to which, I just receive now, an email to say it has been closed. To say how deeply dissapointed I am to not have any messages from the support team is an understatement. I've got my chat, no thanks to you!",1
Joe,I played around with the background options once when it popped up to show me the feature and now my background on video call is forever stuck on a fake background will not let me change it most the time you can't even see me on the call either. Iv uninstalled it several times with no luck also deleted all data still stuck with a fake background. That's my reason for one star,1
Haeyeoung Akiyama,"I'm so tired to have this 'video freezing' it's really annoying. When I send a 10 second video, it adds extra time to the video and freeze. I also tried to do everything to fix it but it didn't worked. I'm having this problem for 3 weeks and I'm SO TIRED. I want another update but REALLY fixed, because IT'S REALLY ANNOYING!!!",1
Ian Seale,"Messed up after last update. Previously, when in a Chat, could attach a Photo from a Folder in my Phone Gallery. Now, it doesn't present Gallery, justbspme random folders, and offers Cloud Media Storage as an option. Within Whatsapp cannot see my Phone Gallery or theFolders and Photos/Videos within it. Its exactly the same on my wife's phone. I've tried reporting it, but all there is, is an AI bot which is completely useless and cannot help. Please revert the update until you can fix this one.",1
Ringaile Ratkeviciene,"Cannot keep app opened for more than 3 seconds, just keeps crashing. Have tried to follow all recommended steps to attempt to fix this bug, but nothing works. Whatsapp support also declined assistance, asked for the number associated with the account and then advised to follow recommended steps via website which did absolutely nothing!!",1
Onwuchuruba Amarachi,"Please do something about this audio call and it freezing after 10 seconds, please do something about it. I need it to do important stuffs. It's frustrating. I am updating it again and it just stopped at 100% still not working and the Audio call just got worse. Its a problem too update it cause you will have too wait for like an hour even after it gets up too 100%. please do something about it.",1
ASAD ULLAH SHAH BUKHARI,"Group calls are a big issue when you don't lock the screen from the power button; the sensor doesn't always put the screen off, and group calling starts without you realizing it. Especially older people prefer simpler platforms, as they always face unwanted group calls that happen when the screen is on and their face touches it randomly. The group call option needs a protective layer or a better upgrade.",1
Rachel B,HATE the new update and format. It's shambolic. I can't send pictures anymore as I can't access albums to attach them. Just trying to send a picture now is irritating and adding text is a nightmare too. This is enough to make me get rid of WhatsApp and use a different service. It's been absolutely ruined. Miss notifications all the time. And it takes forever to send videos and pics. I've used WhatsApp for over a decade and it's awful now.,1
Shiven Maharaj,"The best messenger by far! But if you guys could add the ability to pin our favorite emoticons that would make the user experience SO much better 🙂 recent emoticons constantly loose what I wanna use and the order always changes. Allowing us to pin instead would be perfect 😁 also, an option to type a message in advance and set a time and date for when it will send would be amazing!!! (Queued messages) 👌 Thanks whatsapp team! Keep perfecting!!",5
muhamad jamhuri,"Thank you to WA who continue to develop the WA application, I want to ask about a finding that I think is a bit of a hindrance to daily work, namely when we activate the privacy settings for rejecting messages from unknown numbers, it causes problems with the link to the laptop, but if the setting is turned off, then linking WA to web.whatsapp runs smoothly without any problems, please WA investigate whether this finding is true",5
budidi rahul,"""Convenient messaging app with ease of use and regular updates. However, video sharing quality can be improved, especially for high-resolution videos. Compression algorithms compromise quality, making 8K videos appear blurred. Despite this, WhatsApp remains a reliable choice for daily communication, file sharing, and group chats. Room for improvement exists, but overall, a solid messaging app.""",1
WISAL AHMAD,"I’ve used WhatsApp for years, but the recent ""updates"" have made it unbearable. Constant crashes, messages failing to send (even with good Wi-Fi), and notifications that arrive hours late. The app drains my battery like crazy, and the invasive data-sharing policies with Facebook make me question my privacy. Customer support? Non-existent. Every ""new feature"" feels like a step backward, cluttering the interface without fixing core issues.",1
İbrahim Ulvi Mercan,"My problem is about whatsapp voice note playing. When a voice note is playing, you can't touch the screen, especially the above half. If you touch the screen, the speaker changes and screen closes. I think the app is assuming I put the phone on my ear, this might be why this behaviour happens but I am only trying to reply the previous messages while listening the voice note. This behaviour makes it almost impossible and it is annoying",4
Xisuka83,"dear whatsapp : it seems there is an issue with the notifications, now the ringtone seems to be messed up, sometimes double , sometimes back to default, and sometimes no sound, please kindly help to fix this issue. i thought there is a problem with my phone, but apparently not, since many people also experience the same thing.",3
