title,description
Alerhis 4 Kaplet,"Alerhis Loratadine adalah obat antihistamin yang digunakan untuk mengatasi gejala alergi, seperti hidung tersumbat, bersin-bersin, mata gatal, ruam kulit, dan gatal-gatal yang disebabkan oleh reaksi alergi. Obat ini bekerja dengan menghambat efek histamin dalam tubuh yang menyebabkan gejala alergi. Cara Kerja Obat : Loratadine merupakan anthistamin trisiklik, dengan masa kerja panjang yang beraktivitas sebagai antagonis selektif pada reseptor H1 periferal' Terakhir Diperbaharui : 15 Februari 2023 Ditinajau Oleh : Adibah Nurfitriani S.P Refrensi : Keterangan kemasan INFORMASI PADA KEMASAN : BPOM No : DTL9613306804A1 Cara Pakai : - Dewasa dan anak- anak usia >12 tahun : 1 Kaplet, 1 kali sehari - Anak - anak usia 6-12 tahun : Berat badan >30 kg : 1 kaplet, 1 kali sehari Berat badan <30 kg : 1 / 2 kaplet, 1 kali sehari Khasiat : Untuk mengatasi bersin-bersin, pilek, dan rasa gatal pada hidung serta membantu mengurangi rasa gatal dan terbakar pada mata Kontra indikasi : Penderita yang hipersensitif dengan loratadine Perhatian : Pemberian loratadine harus dihentikan kira-kira 48 jam sebelum prosedur uji alergi pada kulit, karena kalau tidak antihistamin dapat mencegah atau mengurangi reaksi positif terhadap indikator reaktivitas normal Keamanan pemakaian loratadine selama kehamilan belum ditetapkan Hati-hati pemberian pada wanita menyusui karena loratadine di eksresikan melalui air susu Pada penderita gagal fungsi hati dan ginjal Efek Samping : Loratadine tidak menunjukan sifat-sifat sedatif atau antikolinergik yang signifikan secara klinis. Jarang dilaporkan adanya rasa lelah, sedasi, sakit kepala, dan mulut kering Komposisi : Tiap kaplet mengandung Loratadine 10 mg Cara Penyimpanan : Simpan pada suhu dibawah 30C Kemasan : Strip @ 4 Kaplet Diproduksi Oleh : Lapi Laboratories Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya Expired : Expired Min > 3 Bulan"
Canesten Pro Cream 5 Gr,"Canesten Pro adalah krim solusi antijamur yang efektif mengurangi pertumbuhan jamur, membasmi jamur hingga ke akar, dan menghentikan gatal meradang dengan cepat dan nyaman - cukup satu kali sehari pemakaian. Krim ini mampu menyerap dengan cepat ke dalam lapisan kulit Anda sehingga hanya perlu dioleskan sekali sehari untuk mengobati infeksi secara efektif tanpa menganggu aktivitas harian Anda. Terakhir diperbaharui: 20 Desember 2022 Ditinjau Oleh : Rirry Elvira, S.S Referensi : https://www.canesten.co.id/id/produk/canesten-pro-bifonazol Keterangan Kemasan INFORMASI PADA KEMASAN : BPOM No : DTL8502000629A1 Cara Pakai : Krim Canesten Pro digunakan sekali sehari sebaiknya sebelum tidur malam. Dioles tipis dan digosokkan pada kulit yang sakit. Krim sepanjang 1/2 cm pada umumnya cukup untuk pengobatan kulit sebesar telapak tangan. Untuk pengobatan yang optimal, pengobatan dengan Bifonazol harus dilakukan secara teratur selama periode tertentu sebagai berikut : Infeksi jamur kaki dan kutu air (Tinea pedis, Tinea pedis intergitalis) : 3 minggu. Kadas/kurap (Tinea corporis), infeksi jamur tangan (Tinea manuum) dan lipatan kulit (Tinea inguinalis) : 2-3 minggu Panu (Pityriasis versicolor), infeksi bakteri pada lipatan kulit (eritrasma) : 2 minggu. Infeksi jamur kandida (Kandidiasis superfisial) : 2-4 minggu. Khasiat : Canesten Pro untuk pengobatan topikal pada infeksi jamur kulit yang disebabkan oleh dermatofit, ragi dan jamur lain seperti Malassezia furfur, Candida albicans dan infeksi karena Corynebacterium minutissium : kutu air (Tinea pedis), Infeksi jamur di tangan (Tinea manuum), kadas/kurap (Tinea corporis), jamur pada selangkangan (jock itch/tinea inguinalis), panu (Pityriasis versicolor) dan infeksi bakteri pada lipatan kulit (eritrasma). Kontra indikasi : Hipersensitif terhadap Bifonazol dan zat inaktif lain pada Canesten pro. Perhatian : Hindari kontak dengan mata. Pengobatan harus dihentikan jika terjadi iritasi atau sensitivitas dan diganti dengan obat yang lebih tepat. Khasiat dan tolerabilitas Canesten Pro pada mukosa belum pernah dibuktikan. Infeksi jamur pada mukosa sebaiknya tidak diobati dengan Canesten Pro. Interaksi Obat : Data yang terbatas menunjukkan bahwa interaksi antara bifonazol topikal dan warfarin mungkin saja terjadi, yang menyebabkan peningkatan international normalized rati o (INR). Pasien dalam terapi warfarin harus berkonsultasi dengan dokter sebelum menggunakan bifonazol topikal, dan harus dalam pengawasan ketat dokter. Efek Samping : Efek samping yang tidak diinginkan yang paling sering terjadi pada studi klinis dan studi PMS menggunakan formulasi topikal Bifonazol (jumlah pasien = 36,351 orang, status 30.11.1998). Frekuensi insiden lebih dari sama dengan 0.01% < 0.1% - pada tubuh: reaksi alergi. Frekuensi insiden lebih dari sama dengan < 1% - pada tubuh: nyeri. Pada kulit dan jaringan apendiks: dermatitis kontak, eksim, gatal (Pruritus), ruam (Vesikulobulosa), kulit kering, gangguan kulit.? Pada pemakaian Canesten Pro, eritema, rasa terbakar, iritasi, dan kulit kering bersisik jarang terjadi. Efek samping ini bersifat reversible atau berhenti setelah penghentian terapi. Komposisi : Krim?Canesten Pro mengandung Bifonazol 1%. Cara Penyimpanan : Simpan di bawah suhu 30 celsius Kemasan : Dus, 1 Tube @ 5 g Diproduksi Oleh : PT Genero Pharmaceuticals Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya Expired : Expired Min > 3 Bulan"
Canesten Pro Cream 15 Gr,"Canesten Pro adalah krim solusi antijamur yang efektif mengurangi pertumbuhan jamur, membasmi jamur hingga ke akar, dan menghentikan gatal meradang dengan cepat dan nyaman - cukup satu kali sehari pemakaian. Krim ini mampu menyerap dengan cepat ke dalam lapisan kulit Anda sehingga hanya perlu dioleskan sekali sehari untuk mengobati infeksi secara efektif tanpa menganggu aktivitas harian Anda. Terakhir diperbaharui: 20 Desember 2022 Ditinjau Oleh : Rirry Elvira, S.S Referensi : https://www.canesten.co.id/id/produk/canesten-pro-bifonazol Keterangan Kemasan INFORMASI PADA KEMASAN : BPOM No : DTL8502000629A1 Cara Pakai : Krim Canesten Pro digunakan sekali sehari sebaiknya sebelum tidur malam. Dioles tipis dan digosokkan pada kulit yang sakit. Krim sepanjang 1/2 cm pada umumnya cukup untuk pengobatan kulit sebesar telapak tangan. Untuk pengobatan yang optimal, pengobatan dengan Bifonazol harus dilakukan secara teratur selama periode tertentu sebagai berikut : Infeksi jamur kaki dan kutu air (Tinea pedis, Tinea pedis intergitalis) : 3 minggu. Kadas/kurap (Tinea corporis), infeksi jamur tangan (Tinea manuum) dan lipatan kulit (Tinea inguinalis) : 2-3 minggu Panu (Pityriasis versicolor), infeksi bakteri pada lipatan kulit (eritrasma) : 2 minggu. Infeksi jamur kandida (Kandidiasis superfisial) : 2-4 minggu. Khasiat : Canesten Pro untuk pengobatan topikal pada infeksi jamur kulit yang disebabkan oleh dermatofit, ragi dan jamur lain seperti Malassezia furfur, Candida albicans dan infeksi karena Corynebacterium minutissium : kutu air (Tinea pedis), Infeksi jamur di tangan (Tinea manuum), kadas/kurap (Tinea corporis), jamur pada selangkangan (jock itch/tinea inguinalis), panu (Pityriasis versicolor) dan infeksi bakteri pada lipatan kulit (eritrasma). Kontra indikasi : Hipersensitif terhadap Bifonazol dan zat inaktif lain pada Canesten pro. Perhatian : Hindari kontak dengan mata. Pengobatan harus dihentikan jika terjadi iritasi atau sensitivitas dan diganti dengan obat yang lebih tepat. Khasiat dan tolerabilitas Canesten Pro pada mukosa belum pernah dibuktikan. Infeksi jamur pada mukosa sebaiknya tidak diobati dengan Canesten Pro. Interaksi Obat : Data yang terbatas menunjukkan bahwa interaksi antara bifonazol topikal dan warfarin mungkin saja terjadi, yang menyebabkan peningkatan international normalized rati o (INR). Pasien dalam terapi warfarin harus berkonsultasi dengan dokter sebelum menggunakan bifonazol topikal, dan harus dalam pengawasan ketat dokter. Efek Samping : Efek samping yang tidak diinginkan yang paling sering terjadi pada studi klinis dan studi PMS menggunakan formulasi topikal Bifonazol (jumlah pasien = 36,351 orang, status 30.11.1998). - Frekuensi insiden lebih dari sama dengan 0.01% < 0.1% - pada tubuh: reaksi alergi. - Frekuensi insiden lebih dari sama dengan < 1% - pada tubuh: nyeri. Pada kulit dan jaringan apendiks: dermatitis kontak, eksim, gatal (Pruritus), ruam (Vesikulobulosa), kulit kering, gangguan kulit.? Pada pemakaian Canesten Pro, eritema, rasa terbakar, iritasi, dan kulit kering bersisik jarang terjadi. Efek samping ini bersifat reversible atau berhenti setelah penghentian terapi. Komposisi : Krim?Canesten Pro mengandung Bifonazol 1%. Cara Penyimpanan : Simpan di bawah suhu 30 celsius Kemasan : Dus, 1 Tube @ 15 g Diproduksi Oleh : PT Genero Pharmaceuticals Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya Expired : Expired Min > 3 Bulan"
Lecozinc 10 Tablet,"Lecozinc merupakan obat yang mengandung Zinc sulfate monohydrate yang digunakan sebagai pelengkap pengobatan diare pada anak-anak dibawah usia 5 tahun yang diberikan bersama dengan ORS (Oral Rehydration Salt) atau larutan oralit yang diperlukan untuk pengganti cairan tubuh dan pencegahan dehidrasi pada anak. Terakhir diperbaharui: 31 Januari 2023 Ditinjau Oleh : Rirry Elvira, S.S Referensi : Kertas Kemasan INFORMASI PADA KEMASAN : BPOM No :DTL 1809224881A1 Cara Pakai : Bayi 2 - 6 bulan : 1/2 tablet dispersibel (Zinc 10 mg) diberikan setiap hari selama 10 hari berturut-turut (bahkan ketika diare telah berhenti) Anak 6 bulan - 5 tahun : 1 tablet dispersibel?(Zinc 20 mg)?diberikan setiap hari selama 10 hari berturut-turut (bahkan ketika diare telah berhenti) Jika terjadi muntah dalam waktu 1/2 jam setelah pemberian obat, berikan lagi obat yang masih baru. Khasiat : Pelengkap untuk pengobatan diare pada anak-anak dibawah 5 tahun. diberikan bersama larutan oralit Perhatian : Tidak ada peringatan khusus pada penggunaan Zinc Sulfate dalam dosis ini Selama diare masih berlangsung selain diberikan suplemen Zinc, juga diberikan oralit. Ibu menyusui dianjurkan tetap menyusui atau meningkatkan frekuensi menyusui pada anak selama dan setelah diare Interaksi Obat : Jika diberikan bersamaan dengan zat besi, direkomendasikan untuk memberikan Zinc terlebih dahulu yaitu beberpa jam sebelum memberikan zat besi Komposisi : Tiap tablet mengandung : Zonc sulfate monohydrate setara dengan zinc 20 mg Cara Penyimpanan : Simpan ditempat sejuk dan terhindar dari sinar matahari langsung Kemasan : Strip Isi 10 Tablet Diproduksi Oleh : PT Ifars Pharmaceutical Laboratories Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya Expired : Expired Min > 3 Bulan"
Fungiderm Cream 10 g,"Fungiderm (Clotrimazole) merupakan suatu anti jamur berspektrum luas turunan imidazol. Obat ini akan menembus chitin dari dinding sel jamur dan menaikkan permeabilitas membran sel yang selanjutnya akan menyebabkan kebocoran kation natrium dan kalium serta komponen intraseluluer yang lain. Gangguan ini mengganggu enzim mitokondria dan peroksimal yang akan mengakibatkan nekrosis seluler. Selain itu juga efektif melawan bakteri gram positif. Fungiderm mengandung bahan aktif clotrimazole yang bekerja dengan cara menghambat pertumbuhan jamur. Obat ini juga memiliki efek antibakterial, sehingga dapat digunakan pada infeksi jamur yang disertai infeksi bakteri. Terakhir Diperbaharui : 7 Februari 2023 Ditinajau Oleh : Adibah Nurfitriani S.P Refrensi : Keterangan kemasan INFORMASI PADA KEMASAN: BPOM No :DTL 8913004429A1 Cara Pakai : Oleskan krim Fungiderm secukupnya 2-3 kali sehari pada bagian yang sakit selama 10-14 hari secara teratur dan tidak terhenti. Infeksi pada sela-sela jari kaki membutuhkan waktu 1 bulan pengobatan dengan tekun dan teratur. Untuk infeksi pada kuku, terlebih dahulu potonglah kuku sependek mungkin. Khasiat : Fungiderm berguna untuk mengobati infeksi jamur pada kulit dan kuku yang disebabkan oleh dermatofit, ragi-ragi dan jamur lainnya, seperti: Jamur pada lipatan-lipatan kulit seperti lipatan paha (Tinea cruris). Jamur pada tubuh seperti panu dan kadas (Tinea versicolor, Tinea corporis). Jamur pada kulit kepala (Tinea capitis). Jamur pada kuku (Tinea unguium). Jamur pada janggut (Tinea barbae). Kandidiasis pada kulit dan kuku.Kontra indikasiObat ini mempunyai kontra indikasi pada penderita yang hipersensitif terhadap Clotrimazole. Perhatian : Jika terjadi iritasi atau sensitivitas, hentikan pengobatan. Hindari kontak dengan mata. Bila tidak ada kemajuan setelah 1 bulan pengobatan, sebaiknya diagnosis ditinjau kembali. Efek Samping : Pada penderita yang hipersensitif dapat terjadi eritema, stinging, vesikasi, deskuamasi, edema, pruritus, urtikaria, dan iritasi. Komposisi : Mengandung Clotrimazole 1% Cara Penyimpanan : Simpan pada suhu dibawah 30 celsius Kemasan : Dus, Tube @ 10 g Diproduksi Oleh : PT KONIMEX Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya Expired : Expired Min > 3 Bulan"
Ozen 10 Tablet,"OZEN Tablet merupakan obat yang mengandung Cetirizine / antihistamin yang secara kompetitif dan selektif menghambat reseptor H1 di saluran pencernaan, pembuluh darah, dan saluran pernapasan. Obat ini diindikasikan untuk mengobati rinitis menahun, rinitis alergi seasonal, konjungtivitis, pruritus, urtikaria idiopati kronis. Manfaat dari Ozen Tablet : Seasonal Allergic Rhinitis : Diindikasikan untuk menghilangkan gejala yang berhubungan dengan Seasonal Allergic Rhinitis yang disebabkan oleh alergen seperti rumput dan serbuk sari tumbuhan pada dewasa dan anak-anak umur > 2 tahun. Gejala yang dapat diobati termasuk bersin, rhinorrhea, pruritus hidung, pruritus mata, mata merah dan berair. Perennial Allergic Rhinitis : Diindikasikan untuk menghilangkan gejala yang berhubungan dengan Perennial Allergic Rhinitis yang disebabkan oleh tungau debu, bulu binatang, jamur pada dewasa dan anak anak umur >2 tahun. Gejala yang dapat diobati termasuk bersin, rhinorrhea, pruritus hidung, pruritus mata, mata merah dan berair. Urtikaria Kronis : Diindikasikan untuk pengobatan kulit tidak terkomplikasi yang berasal dari urtikaria idiopatik kronis pada dewasa dan anak-anak > 2 tahun. Secara signifikan mengurangi kejadian, keparahan, dan durasi gatal gatal dan mengurangi pruritus. Terakhir Diperbaharui : 28 Desember 2022 Ditiinjau Oleh : Adibah Nurfitriani S.P Refrensi : Keterangan kemasan INFORMASI PADA KEMASAN : BPOM No : DTL 0221627217A1 Cara Pakai : Dewasa dan anak-anak diatas 12 tahun; 1 tablet salut selaput, sekali sehari Khasiat : Membantu meredakan alergi Kontra indikasi : UNTUK KETERANGAN LEBIH LANJUT, LIAT PADA BROSUR/BOX KEMASAN. Perhatian : UNTUK KETERANGAN LEBIH LANJUT, LIAT PADA BROSUR/BOX KEMASAN. Interaksi Obat : UNTUK KETERANGAN LEBIH LANJUT, LIAT PADA BROSUR/BOX KEMASAN. Efek Samping : UNTUK KETERANGAN LEBIH LANJUT, LIAT PADA BROSUR/BOX KEMASAN. Komposisi : Setiap tablet salut selaput mengandung Cetirizine HCI 10 mg Cara Penyimpanan : Simpan dibawah suhu 30 derajat C Kemasan : 1 Dus, 1 Blister @ 10 Tablet Salut Selaput Diproduksi Oleh : PT Prima Medika Laboratories Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebagainya. Expired : Expired Min > 3 Bulan"
Fungasol 2% Cream 10 g,"Fungasol Ketoconazole 2% adalah produk perawatan kulit yang dirancang khusus untuk mengatasi masalah infeksi jamur pada kulit. Produk ini mengandung bahan aktif Ketoconazole 2%, yang efektif membantu mengatasi masalah kulit yang disebabkan oleh jamur, seperti kurap, panu, dan ketombe. Ketoconazole bekerja dengan menghambat pertumbuhan jamur pada kulit dan membantu menghilangkan gejala-gejala infeksi jamur, seperti rasa gatal, kemerahan, dan kulit mengelupas. Fungasol Ketoconazole 2% juga dilengkapi dengan bahan-bahan alami seperti chamomile, aloe vera, dan vitamin E yang membantu menenangkan kulit, mengurangi peradangan, dan mempercepat proses penyembuhan. Produk ini sangat cocok digunakan pada bagian tubuh yang terinfeksi jamur, seperti kepala, wajah, dan bagian tubuh lainnya. Fungasol Ketoconazole 2% juga aman digunakan untuk semua jenis kulit, tidak menyebabkan iritasi atau alergi pada kulit, dan tidak mengandung bahan kimia berbahaya seperti paraben dan pewangi buatan. Terakhir Diperbaharui : 15 Februari 2023 Ditinajau Oleh : Adibah Nurfitriani S.P Refrensi : Keterangan kemasan INFORMASI PADA KEMASAN : BPOM No : DTL9408002929A1 Cara Pakai : Dioleskan sekali sehari pada daerah yang terinfeksi dan sekitarnya pada penderita : kandidosis kutis, tinea korporis, tinea krusis, tinea manus, tinea pedis dan tinea (Pyitiriasis) versicolor Pada penderita dermatitis seboroik, Krim fungasol 2% dapat digunakan pada daerah yang terinfeksi sekali atau 2 kali sehari. Pengobatan harus dilanjutkan untuk beberapa waktu,sedikitnya sampai beberapa hari setelah gejala-gejala hilang. Diagnosa harus dipertimbangkan kembali apabila tidak ada perbaikan klinik setelah 4 minggu pengobatan Khasiat : Penggunaan topikal pada pengobatan infeksi dermatofit pada kulit Kontra indikasi : Dikontraindikasikan pada mereka yang menunjukan hipersensitif terhadap salah satu zat yang terkandung di dalamnya Perhatian : Krim Fungasol tidak digunakan untuk mata Untuk mencegah terjadinya ""rebound effect"" setelah penghentian pengobatan jangka panjang dengan kortikosteroid topikal, dianjurkan untuk melanjutkan penggunaan kortikosteroid ringan pada pagi hari dan menggunakan krim fungasol pada malam hari, dan secara bertahap terapi dengan steroid dihentikan setelah 2-3 mingguEfek Samping- Sedikit rasa iritasi dan rasa panas Alergi kulit lokal, dermatitis kontak karena ketoconazole atau salah satu komponen obat seperti natrium sulfit atau propilen glikol (jarang) Komposisi : Setiap gram fungasol mengandung Ketoconazole 20 mg Cara Penyimpanan : Simpan pada suhu dibawah 30C Kemasan : Tube @ 10 gr Diproduksi Oleh : Guardian Phartama Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginyaExpiredExpired Min > 3 Bulan"
Daktarin Cream 10 G,"DAKTARIN CREAM merupakan sediaan topikal atau obat oles kulit yang mengandung zat aktif Miconazole Nitrate 2%. Miconazole bekerja dengan menghancurkan bakteri dan jamur penyebab infeksi. Dengan demikian, maka obat ini digunakan untuk mengatasi penyakit infeksi kulit yang diakibatkan oleh berbagai jenis jamur serta infeksi yang disebabkan karena bakteri gram positif. Khasiat Kandungan: Miconazole bekerja dengan cara merusak struktur membran sel jamur, sehingga membran sel tersebut tidak dapat berfungsi dengan baik dan menyebabkan sel jamur kehilangan kalium dan senyawa penting lainnya. Dengan begitu, pertumbuhan jamur dapat dihentikan.?Miconazole efektif untuk menghentikan pertumbuhan beberapa jenis jamur, seperti? Candida spp., Microsporum spp., Epidermophyton spp., Trichophyton spp., dan Pityrosporon orbiculare (Malassezia furfur). Terakhir Diperbaharui : 4 Februari 2022 Ditinjau Oleh : Adibah Nurfitriani S.P Refrensi : Keterangan Kemasan https://www.alodokter.com/miconazole INFORMASI PADA KEMASAN : BPOM No : DTL 1124401729A1 Cara Pakai : Oleskan 2 kali sehari pada bagian kulit yang terinfeksi selama 2-6 minggu, tergantung berat ringan penyakit. Penggunaan krim harus dilanjutkan setidaknya 1 minggu setelah hilangnya semua gejala hilang dengan tujuan untuk mencegah infeksi kembali kambuh. Khasiat : Krim yang digunakan untuk mengobati penyakit kulit yang diakibatkan oleh berbagai jenis jamur (panu, penyakit kulit pada sela-sela jari, selangkangan, lipatan kulit, badan) dan infeksi jamur yang sudah disertai infeksi sekunder bakteri gram positif. Kontra indikasi : Penggunaan krim ini tidak dianjurkan untuk individu dengan hipersensitif atau alergi terhadap mikonazol atau mikonazol nitrat, atau turunan imidazol lain. Perhatian : Reaksi hipersensitivitas berat, termasuk anafilaksis dan angioedema, telah dilaporkan selama pengobatan dengan Daktarin krem dan dengan miconazole topikal lain. Bila terjadi reaksi sensitivitas atau iritasi, obat harus dihentikan. Daktarin krem tidak boleh bersentuhan dengan mukosa mata. Hindari terhirup serbuknya untuk mencegah iritasi pernafasan. Penggunaan pada bayi dan anak-anak harus hati-hati untuk mencegah serbuknya terhirup. Interaksi Obat : Pemberian Miconazole secara sistemik diketahui menghambat CYP3A4/2C9. Karena terbatasnya availabilitas sistemik sesudah penggunaan topikal, interaksi klinik yang relavan jarang terjadi. Pada pasien dengan oral anticoagulant, seperti warfarin, harus dilakukan dengan hati-hati dan dibawah pengawasan. Efek dari efek samping beberapa obat lain (mis. oral hypoglycemic tertentu dan phenytoin) jika diberikan bersamaan dengan Miconazole, dapat meningkat dan harus dilakukan dengan hati-hati. Efek Samping : Efek samping yang mungkin terjadi selama penggunaan obat ini adalah: Reaksi alergi atau hipersensitif, Angioedema, Urtikaria, Dermatitis kontak, Eritema atau kemerahan, Pruritus, dan Iritasi. Komposisi : Tiap gram mengandung 20 mg miconazole nitrate. Cara Penyimpanan : Simpan pada suhu 25 celsius atau lebih rendah. Hindarkan dari jangkauan anak-anak Kemasan : Dus, Tube @ 10 gram Diproduksi Oleh : PT Taisho Pharmaceutical Indonesia Tbk Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginya Expired : Expired Min > 3 Bulan"
Fungiderm Cream 5 g,"Fungiderm (Clotrimazole) merupakan suatu anti jamur berspektrum luas turunan imidazol. Obat ini akan menembus chitin dari dinding sel jamur dan menaikkan permeabilitas membran sel yang selanjutnya akan menyebabkan kebocoran kation natrium dan kalium serta komponen intraseluluer yang lain. Gangguan ini mengganggu enzim mitokondria dan peroksimal yang akan mengakibatkan nekrosis seluler. Selain itu juga efektif melawan bakteri gram positif. Fungiderm mengandung bahan aktif clotrimazole yang bekerja dengan cara menghambat pertumbuhan jamur. Obat ini juga memiliki efek antibakterial, sehingga dapat digunakan pada infeksi jamur yang disertai infeksi bakteri. Cara Pakai : Oleskan krim Fungiderm secukupnya 2-3 kali sehari pada bagian yang sakit selama 10-14 hari secara teratur dan tidak terhenti. Infeksi pada sela-sela jari kaki membutuhkan waktu 1 bulan pengobatan dengan tekun dan teratur. Untuk infeksi pada kuku, terlebih dahulu potonglah kuku sependek mungkin. Terakhir Diperbaharui : 7 Februari 2023 Ditinajau Oleh : Adibah Nurfitriani S.P Refrensi : Keterangan kemasan INFORMASI PADA KEMASAN BPOM No : DTL 8913004429A1 Cara Pakai : Oleskan krim Fungiderm secukupnya 2-3 kali sehari pada bagian yang sakit selama 10-14 hari secara teratur dan tidak terhenti. Infeksi pada sela-sela jari kaki membutuhkan waktu 1 bulan pengobatan dengan tekun dan teratur. Untuk infeksi pada kuku, terlebih dahulu potonglah kuku sependek mungkin. Khasiat : Fungiderm berguna untuk mengobati infeksi jamur pada kulit dan kuku yang disebabkan oleh dermatofit, ragi-ragi dan jamur lainnya, seperti: Jamur pada lipatan-lipatan kulit seperti lipatan paha (Tinea cruris). Jamur pada tubuh seperti panu dan kadas (Tinea versicolor, Tinea corporis). Jamur pada kulit kepala (Tinea capitis). Jamur pada kuku (Tinea unguium). Jamur pada janggut (Tinea barbae). Kandidiasis pada kulit dan kuku. Kontra indikasi : Obat ini mempunyai kontra indikasi pada penderita yang hipersensitif terhadap Clotrimazole. Perhatian : Jika terjadi iritasi atau sensitivitas, hentikan pengobatan. Hindari kontak dengan mata. Bila tidak ada kemajuan setelah 1 bulan pengobatan, sebaiknya diagnosis ditinjau kembali. Efek Samping : Pada penderita yang hipersensitif dapat terjadi eritema, stinging, vesikasi, deskuamasi, edema, pruritus, urtikaria, dan iritasi. Komposisi : Mengandung Clotrimazole 1% Cara Penyimpanan : Simpan pada suhu dibawah 30 celsius Kemasan : Dus, Tube @ 5 g Diproduksi Oleh : PT KONIMEX Produksi : Indonesia Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebaginyaExpiredExpired Min > 3 Bulan"
Woods Peppermint Expectorant 60 mL,"Woods Peppermint Expectorant merupakan sirup obat batuk yang dapat membantu meredakan batuk batuk berdahak dan mengobati gangguan saluran pernapasan utama pada paru-paru, seperti batuk bronkitis (batuk yang disertai dengan lendir / dahak kental berwarna kuning atau hijau), dan batuk emfisema (batuk yang disertai dengan sesak pada dada). Indikasi : Batuk Berdahak Batuk karena bronchitis dan emphysema Cara Kerja Obat : Bekerja sebagai agen mukolitik dan ekspektoran. Terakhir diperbaharui : 16 April 2019 Ditinjau Oleh : Mita Saputri Lestari, S. Farm Referensi : https://www.mims.com/myanmar/drug/info/woods-%20peppermint%20expectorant?type=full Keterangan Kemasan INFORMASI PADA KEMASAN BPOM No : DTL 0111633137A1 Cara Pakai : Dewasa dan anak-anak diatas 12 tahun : 10 mL 3 kali sehari Anak - anak 6 - 12 tahun : 5 mL 3 kali sehari Khasiat : Batuk berdahak Batuk karena bronchitis atau emphysema Perhatian : Penggunaan produk ini harus mendapat perhatian khusus pada penderita gangguan pencernaan, wanita hamil, maupun menyusui. Guaifenensin akan memberikan hasil positif palsu pada uji urinary 5-hydroxyindoleacetic acid (5-HIAA) dan vanillyl mandelic acid (VMA). Dilaporkan juga terjadi reaksi kulit yang berat seperti erythema multiforme, Steven-Johnson Syndrom (SJS) / Toxic Epidermal Necrolysis (TEN) dan Acute Generelised Exanthematous Pustulosis (AGEP) setelah pemberian Bromhexine. Jika terjadi gejala atau tanda-tanda ruam kulit yang progresif (seperti lepuh atau lesi mukosa), pengobatan dengan Bromhexine harus segera dihentikan dan hubungi dokter. Efek Samping : Gangguan sistem imun Jarang : Reaksi hipersensitif Pernah terjadi : reaksi anafilaksi meliputi anaphylatic shock, angioderma dan pruritus Gangguan kulit dan jaringan sub kutan Jarang : ruam, uritkaria Pernah terjadi : efek samping reaksi kulit yang berat (seperti erythema multiforme , Steven-Johnson syndrom / toxic epidermal necrolysis dan acute generelised exanthematous pustulosis ) Gangguan saluran pencernaan Jarang : mual Komposisi : Tiap 5 mL mengandung : Bromhexine HCL 4 mg Guaifenesin 100 mg Ethanol 6% mg Cara Penyimpanan : Simpan di bawah suhu 30 derajat C, hindarkan dari cahaya matahari langsung, tutup botol rapat-rapat dan jauhkan dari jangkauan anak-anak. Kemasan : Botol Isi 60 mL Diproduksi Oleh : PT. Kalbe Farma Tbk. Produksi : IndonesiaBrandWoods Disclaimer : Hasil dapat bervariasi antara individu tergantung berbagai faktor seperti usia, genetik, pola hidup, dan lain sebagainya."
